timestamp,status
2025-01-18 07:35:37,Fokus
2025-01-18 07:40:25,Fokus
2025-01-18 07:45:15,Fokus
2025-01-18 07:50:07,Fokus
2025-01-18 07:55:50,Fokus
2025-01-18 08:00:55,Fokus
2025-01-18 08:05:42,Terdistraksi
2025-01-18 08:10:35,Fokus
2025-01-18 08:15:23,Fokus
2025-01-18 08:20:53,Fokus
2025-01-18 08:25:06,Terdistraksi
2025-01-18 08:30:42,Fokus
2025-01-18 08:35:18,Terdistraksi
2025-01-18 08:40:59,Fokus
2025-01-18 08:45:58,Fokus
2025-01-18 08:50:14,Terdistraksi
2025-01-18 08:55:41,Fokus
2025-01-18 09:00:56,Fokus
2025-01-18 09:05:05,Terdistraksi
2025-01-18 09:10:25,Terdistraksi
2025-01-18 09:15:18,Fokus
2025-01-18 09:20:01,Fokus
2025-01-18 09:25:20,Fokus
2025-01-18 09:30:08,Fokus
2025-01-18 09:35:54,Mengantuk
2025-01-18 09:40:48,Mengantuk
2025-01-18 09:45:41,Mengantuk
2025-01-18 09:50:09,Fokus
2025-01-18 09:55:56,Terdistraksi
2025-01-18 10:00:12,Fokus
2025-01-18 10:05:20,Fokus
2025-01-18 10:10:03,Fokus
2025-01-18 10:15:52,Fokus
2025-01-18 10:20:30,Mengantuk
2025-01-18 10:25:22,Tidak Ada Aktivitas
2025-01-18 10:30:49,Mengantuk
2025-01-18 10:35:08,Fokus
2025-01-18 10:40:24,Fokus
2025-01-18 10:45:53,Terdistraksi
2025-01-18 10:50:23,Terdistraksi
2025-01-18 10:55:18,Fokus
2025-01-18 11:00:17,Mengantuk
2025-01-18 11:05:22,Fokus
2025-01-18 11:10:06,Fokus
2025-01-18 11:15:30,Terdistraksi
2025-01-18 11:20:07,Fokus
2025-01-18 11:25:45,Tidak Ada Aktivitas
2025-01-18 11:30:35,Terdistraksi
2025-01-18 11:35:48,Fokus
2025-01-18 11:40:15,Fokus
2025-01-18 11:45:35,Fokus
2025-01-18 11:50:15,Fokus
2025-01-18 11:55:36,Terdistraksi
2025-01-18 13:00:31,Fokus
2025-01-18 13:05:29,Tidak Ada Aktivitas
2025-01-18 13:10:46,Mengantuk
2025-01-18 13:15:36,Fokus
2025-01-18 13:20:42,Mengantuk
2025-01-18 13:25:31,Fokus
2025-01-18 13:30:02,Terdistraksi
2025-01-18 13:35:54,Mengantuk
2025-01-18 13:40:56,Fokus
2025-01-18 13:45:36,Fokus
2025-01-18 13:50:31,Fokus
2025-01-18 13:55:48,Tidak Ada Aktivitas
2025-01-18 14:00:46,Tidak Ada Aktivitas
2025-01-18 14:05:03,Terdistraksi
2025-01-18 14:10:16,Terdistraksi
2025-01-18 14:15:55,Terdistraksi
2025-01-18 14:20:22,Terdistraksi
2025-01-18 14:25:59,Terdistraksi
2025-01-18 14:30:11,Fokus
2025-01-18 14:35:37,Mengantuk
2025-01-18 14:40:19,Terdistraksi
2025-01-18 14:45:56,Terdistraksi
2025-01-18 14:50:23,Fokus
2025-01-18 14:55:33,Fokus
2025-01-18 15:00:24,Fokus
2025-01-18 15:05:19,Mengantuk
2025-01-18 15:10:05,Terdistraksi
2025-01-18 15:15:14,Fokus
2025-01-18 15:20:20,Fokus
2025-01-18 15:25:47,Fokus
2025-01-18 15:30:18,Fokus
2025-01-18 15:35:17,Mengantuk
2025-01-18 15:40:05,Fokus
2025-01-18 15:45:30,Mengantuk
2025-01-18 15:50:46,Fokus
2025-01-18 15:55:40,Terdistraksi
2025-01-18 16:00:52,Mengantuk
2025-01-18 16:05:52,Fokus
2025-01-18 16:10:58,Fokus
2025-01-18 16:15:53,Terdistraksi
2025-01-18 16:20:48,Fokus
2025-01-18 16:25:41,Terdistraksi
2025-01-18 16:30:35,Fokus
2025-01-18 16:35:27,Fokus
2025-01-18 16:40:47,Fokus
2025-01-18 16:45:46,Fokus
2025-01-18 16:50:56,Mengantuk
2025-01-18 16:55:11,Fokus
2025-01-18 19:00:46,Terdistraksi
2025-01-18 19:05:42,Fokus
2025-01-18 19:10:05,Fokus
2025-01-18 19:15:02,Fokus
2025-01-18 19:20:30,Fokus
2025-01-18 19:25:06,Fokus
2025-01-18 19:30:56,Mengantuk
2025-01-18 19:35:10,Fokus
2025-01-18 19:40:43,Fokus
2025-01-18 19:45:24,Fokus
2025-01-18 19:50:26,Fokus
2025-01-18 19:55:06,Fokus
2025-01-18 20:00:59,Fokus
2025-01-18 20:05:17,Fokus
2025-01-18 20:10:03,Terdistraksi
2025-01-18 20:15:37,Fokus
2025-01-18 20:20:14,Fokus
2025-01-18 20:25:22,Fokus
2025-01-18 20:30:10,Mengantuk
2025-01-18 20:35:00,Terdistraksi
2025-01-18 20:40:58,Fokus
2025-01-18 20:45:40,Terdistraksi
2025-01-18 20:50:50,Mengantuk
2025-01-18 20:55:34,Fokus
2025-01-18 21:00:17,Fokus
2025-01-18 21:05:44,Mengantuk
2025-01-18 21:10:48,Fokus
2025-01-18 21:15:32,Fokus
2025-01-18 21:20:52,Fokus
2025-01-18 21:25:45,Fokus
2025-01-18 21:30:26,Fokus
2025-01-18 21:35:04,Terdistraksi
2025-01-18 21:40:21,Fokus
2025-01-18 21:45:22,Mengantuk
2025-01-18 21:50:27,Mengantuk
2025-01-18 21:55:44,Fokus
2025-01-19 07:00:53,Fokus
2025-01-19 07:05:52,Fokus
2025-01-19 07:10:14,Fokus
2025-01-19 07:15:17,Fokus
2025-01-19 07:20:23,Fokus
2025-01-19 07:25:34,Fokus
2025-01-19 07:30:58,Fokus
2025-01-19 07:35:14,Fokus
2025-01-19 07:40:26,Mengantuk
2025-01-19 07:45:48,Terdistraksi
2025-01-19 07:50:46,Fokus
2025-01-19 07:55:46,Terdistraksi
2025-01-19 08:00:54,Fokus
2025-01-19 08:05:06,Fokus
2025-01-19 08:10:55,Terdistraksi
2025-01-19 08:15:36,Fokus
2025-01-19 08:20:20,Fokus
2025-01-19 08:25:35,Terdistraksi
2025-01-19 08:30:08,Fokus
2025-01-19 08:35:20,Fokus
2025-01-19 08:40:42,Fokus
2025-01-19 08:45:45,Fokus
2025-01-19 08:50:27,Terdistraksi
2025-01-19 08:55:26,Fokus
2025-01-19 09:00:55,Mengantuk
2025-01-19 09:05:35,Mengantuk
2025-01-19 09:10:21,Fokus
2025-01-19 09:15:18,Fokus
2025-01-19 09:20:19,Fokus
2025-01-19 09:25:51,Fokus
2025-01-19 09:30:15,Fokus
2025-01-19 09:35:15,Fokus
2025-01-19 09:40:21,Tidak Ada Aktivitas
2025-01-19 09:45:07,Terdistraksi
2025-01-19 09:50:20,Fokus
2025-01-19 09:55:20,Fokus
2025-01-19 10:00:43,Fokus
2025-01-19 10:05:41,Terdistraksi
2025-01-19 10:10:58,Mengantuk
2025-01-19 10:15:29,Fokus
2025-01-19 10:20:35,Fokus
2025-01-19 10:25:59,Terdistraksi
2025-01-19 10:30:49,Fokus
2025-01-19 10:35:25,Mengantuk
2025-01-19 10:40:25,Terdistraksi
2025-01-19 10:45:08,Fokus
2025-01-19 10:50:07,Fokus
2025-01-19 10:55:01,Fokus
2025-01-19 11:00:49,Fokus
2025-01-19 11:05:28,Mengantuk
2025-01-19 11:10:18,Fokus
2025-01-19 11:15:31,Terdistraksi
2025-01-19 11:20:49,Fokus
2025-01-19 11:25:27,Terdistraksi
2025-01-19 11:30:49,Fokus
2025-01-19 11:35:02,Fokus
2025-01-19 11:40:04,Fokus
2025-01-19 11:45:42,Fokus
2025-01-19 11:50:09,Fokus
2025-01-19 11:55:27,Tidak Ada Aktivitas
2025-01-19 13:00:11,Mengantuk
2025-01-19 13:05:22,Terdistraksi
2025-01-19 13:10:43,Mengantuk
2025-01-19 13:15:58,Fokus
2025-01-19 13:20:21,Fokus
2025-01-19 13:25:23,Terdistraksi
2025-01-19 13:30:54,Mengantuk
2025-01-19 13:35:09,Fokus
2025-01-19 13:40:56,Terdistraksi
2025-01-19 13:45:36,Terdistraksi
2025-01-19 13:50:04,Mengantuk
2025-01-19 13:55:20,Fokus
2025-01-19 14:00:41,Fokus
2025-01-19 14:05:40,Fokus
2025-01-19 14:10:51,Fokus
2025-01-19 14:15:41,Terdistraksi
2025-01-19 14:20:50,Fokus
2025-01-19 14:25:00,Terdistraksi
2025-01-19 14:30:35,Mengantuk
2025-01-19 14:35:32,Fokus
2025-01-19 14:40:29,Mengantuk
2025-01-19 14:45:36,Terdistraksi
2025-01-19 14:50:39,Terdistraksi
2025-01-19 14:55:20,Fokus
2025-01-19 15:00:49,Fokus
2025-01-19 15:05:11,Terdistraksi
2025-01-19 15:10:14,Terdistraksi
2025-01-19 15:15:36,Terdistraksi
2025-01-19 15:20:18,Fokus
2025-01-19 15:25:26,Fokus
2025-01-19 15:30:56,Fokus
2025-01-19 15:35:42,Fokus
2025-01-19 15:40:35,Terdistraksi
2025-01-19 15:45:07,Fokus
2025-01-19 15:50:50,Fokus
2025-01-19 15:55:08,Terdistraksi
2025-01-19 16:00:25,Terdistraksi
2025-01-19 16:05:08,Fokus
2025-01-19 16:10:34,Terdistraksi
2025-01-19 16:15:14,Fokus
2025-01-19 16:20:45,Fokus
2025-01-19 16:25:01,Fokus
2025-01-19 16:30:33,Fokus
2025-01-19 16:35:18,Fokus
2025-01-19 16:40:04,Mengantuk
2025-01-19 16:45:22,Fokus
2025-01-19 16:50:00,Terdistraksi
2025-01-19 16:55:21,Fokus
2025-01-19 19:00:19,Fokus
2025-01-19 19:05:28,Mengantuk
2025-01-19 19:10:16,Fokus
2025-01-19 19:15:40,Terdistraksi
2025-01-19 19:20:49,Fokus
2025-01-19 19:25:25,Fokus
2025-01-19 19:30:12,Terdistraksi
2025-01-19 19:35:14,Terdistraksi
2025-01-19 19:40:29,Fokus
2025-01-19 19:45:13,Fokus
2025-01-19 19:50:39,Fokus
2025-01-19 19:55:17,Fokus
2025-01-19 20:00:38,Fokus
2025-01-19 20:05:16,Fokus
2025-01-19 20:10:15,Terdistraksi
2025-01-19 20:15:12,Fokus
2025-01-19 20:20:33,Fokus
2025-01-19 20:25:56,Terdistraksi
2025-01-19 20:30:47,Mengantuk
2025-01-19 20:35:36,Fokus
2025-01-19 20:40:10,Fokus
2025-01-19 20:45:41,Fokus
2025-01-19 20:50:11,Fokus
2025-01-19 20:55:59,Fokus
2025-01-19 21:00:06,Terdistraksi
2025-01-19 21:05:42,Terdistraksi
2025-01-19 21:10:04,Terdistraksi
2025-01-19 21:15:58,Mengantuk
2025-01-19 21:20:14,Fokus
2025-01-19 21:25:22,Mengantuk
2025-01-19 21:30:06,Mengantuk
2025-01-19 21:35:28,Fokus
2025-01-19 21:40:10,Terdistraksi
2025-01-19 21:45:19,Terdistraksi
2025-01-19 21:50:13,Fokus
2025-01-19 21:55:09,Terdistraksi
